,Spot size (Âµm),Fe57_mean,Pb204_mean,Pb206_mean,Pb207_mean,Pb208_mean,Th232_mean,U238_mean,TotalBeam_mean,BeamSeconds_mean,Mask_mean,Fe57_CPS_mean,Pb204_CPS_mean,Pb206_CPS_mean,Pb207_CPS_mean,Pb208_CPS_mean,Th232_CPS_mean,U238_CPS_mean,TotalBeam_CPS_mean,Pb206/U238_mean,Pb206/U238 age_mean,Pb207/U235_mean,Pb207/U235 age_mean,Pb208/Th232_mean,Pb208/Th232 age_mean,DC Pb206/U238_mean,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb207/U235_mean,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb208/Th232_mean,DC Pb208/Th232 age_mean,DC Pb207/Pb206_mean,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC U238/Pb206_mean,Raw U/Th_mean,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
91500-31,30,217.88,3963.66,12221,913.178,984.485,18579.5,75435.6,112403,21.1056,1,2.29107,-20.9567,12214.1,906.443,973.542,18578.9,75432.1,108171,0.163615,976.46,1.68662,997.582,0.0534849,1050.58,0.387774,0.0126323,2111.01,1.34067,0.0494249,862.908,0.0534849,1050.58,0.0745446,0.00179205,1025.76,2.59422,4.06413,0.154395,0.00501013,925.213,27.9663,1.58625,0.0584524,963.876,24.1493,0.0752314,0.00180852,1044.35,50.7805,6.513,0.212849,0.119927,0.335393,
91500-32,30,203.336,3969.77,11305.9,849.242,900.035,17161.4,70440.2,104908,20.9995,1,12.8716,-158.861,11297.6,842.53,887.602,17161.1,70434.4,100549,0.162086,968.041,1.67027,994.201,0.0527347,1035.51,0.383942,0.0124207,2093.36,1.34456,0.050418,862.76,0.0527347,1035.51,0.0749041,0.00167207,1045.85,2.61821,4.08224,0.15336,0.00493792,919.471,27.556,1.59594,0.0597894,965.686,24.0533,0.0755831,0.00168722,1064.08,45.0796,6.55381,0.208625,0.2945,0.113304,


Mass Spectrometer Files
File,File start time,File end time,Time file loaded,No of data points,No of channels,Channels,Samples
/E:/Boulder Postdoc/LA ICP MS/2023_11_14_AnthonyFuentes_hematite_upb_day2.b/Hem day 2.d/Hem day 2.csv,2023-11-14 11:37:01.000,2023-11-14 21:28:42.114,2023-11-15 08:16:49.722,168247,7,Fe57;Pb204;Pb206;Pb207;Pb208;Th232;U238,Hem day 2,
Laser Log Files
File,File start time,File end time,Time file loaded,Samples,Offset (s),Widths
/E:/Boulder Postdoc/LA ICP MS/2023_11_14_AnthonyFuentes_hematite_upb_day2.b/LaserLog_23-11-14_12-38-36.csv,2023-11-14 11:38:36.988,2023-11-14 22:00:56.107,2023-11-15 08:16:55.934,HFO-78;MP111_1-31;JK_21_G_Band-46;MP111_4-10;JK_21_G_Band-47;JK_21_G_Band-48;JK_21_G_Band-49;JK_21_G_Band-50;JK_21_G_Band-51;JK_21_G_Band-52;JK_21_G_Band-53;JK_21_G_Band-54;MP111_1-32;JK_21_G_Band-55;JK_21_G_Band-56;HFO-10;MP111_4-11;JK_21_G_Band-57;JK_21_G_Band-58;JK_21_G_Band-59;HFO-19;HFO-20;HFO-21;MP111_1-33;RAK-8;91500-13;91500-14;NIST 610-8;MP111_4-12;JK_21_G_Band-60;JK_21_G_Vein-1;JK_21_G_Vein-2;JK_21_G_Vein-3;JK_21_G_Vein-4;MP111_4-2;JK_21_G_Vein-5;JK_21_G_Vein-6;JK_21_G_Vein-7;JK_21_G_Vein-8;JK_21_G_Vein-9;MP111_4-13;JK_21_G_Vein-10;JK_21_G_Vein-11;JK_21_G_Vein-12;JK_21_G_Vein-13;MP111_1-34;JK_21_G_Vein-14;JK_21_G_Vein-15;JK_21_G_Vein-16;JK_21_G_Vein-17;JK_21_G_Vein-18;HFO-22;MP111_4-14;HFO-23;HFO-24;RAK-9;NIST 610-7;91500-15;91500-16;NIST 610-9;JK_21_G_Vein-19;JK_21_G_Vein-20;JK_21_G_Vein-21;JK_21_G_Vein-22;MP111_4-15;JK_21_G_Vein-23;JK_21_G_Vein-24;HFO-16;JK_21_G_Vein-25;JK_21_G_Vein-26;JK_21_G_Vein-27;JK_21_G_Vein-28;JK_21_G_Vein-29;JK_21_G_Vein-30;JK_21_G_Vein-31;JK_21_G_Vein-32;MP111_4-16;JK_21_G_Vein-33;HFO-17;JK_21_G_Vein-34;JK_21_G_Vein-35;JK_21_G_Vein-36;JK_21_G_Vein-37;HFO-25;HFO-26;HFO-27;RAK-10;91500-17;MP111_4-17;HFO-18;91500-18;NIST 610-10;JK_21_G_Vein-38;JK_21_G_Vein-39;JK_21_G_Vein-40;JK_21_G_Vein-41;JK_21_G_Vein-42;JK_21_G_Vein-43;JK_21_G_Vein-44;JK_21_G_Vein-45;RAK-5;MP111_4-18;JK_25_G-1;JK_25_G-2;JK_25_G-3;JK_25_G-4;JK_25_G-5;JK_25_G-6;JK_25_G-7;JK_25_G-8;JK_25_G-9;MP111_4-1;91500-11;JK_25_G-10;MP111_4-19;JK_25_G-11;HFO-28;HFO-29;HFO-30;RAK-11;91500-19;91500-20;NIST 610-11;91500-12;JK_25_G-12;JK_25_G-13;MP111_4-20;JK_25_G-14;JK_25_G-15;JK_25_G-16;JK_25_G-17;JK_25_G-18;JK_25_G-19;JK_25_G-20;NIST 610-2;JK_25_G-21;JK_25_G-22;JK_25_G-23;HFO-11;HFO-1;JK_25_G-24;JK_25_G-25;JK_25_G-26;JK_25_G-27;JK_25_G-28;MP111_1-35;JK_25_G-29;JK_25_G-30;JK_25_G-31;HFO-52;HFO-53;HFO-2;HFO-54;RAK-12;91500-35;91500-36;MP111_4-3;NIST 610-19;JK_25_G-32;JK_25_G-33;JK_25_G-34;JK_25_G-35;JK_25_G-36;HFO-3;JK_25_G-37;JK_25_G-38;JK_25_G-39;MP111_1-36;JK_25_G-40;JK_25_G-41;JK_25_G-42;JK_25_G-43;JK_25_G-44;JK_25_G-45;JK_25_G-46;RAK-2;Fe-Grab-1;Fe-Grab-2;MP111_1-37;Fe-Grab-3;Fe-Grab-4;HFO-34;HFO-35;HFO-36;RAK-13;91500-23;91500-24;91500-1;NIST 610-13;MP111_1-38;Fe-Grab-5;Fe-Grab-6;Fe-Grab-7;RAK-14;Fe-Grab-8;Fe-Grab-9;Fe-Grab-10;Fe-Grab-11;Fe-Grab-12;91500-2;MP111_1-39;Fe-Grab-13;Fe-Grab-14;Fe-Grab-15;Fe-Grab-16;Fe-Grab-17;Fe-Grab-18;Fe-Grab-19;Fe-Grab-20;Fe-Grab-21;Fe-Grab-22;MP111_1-40;NIST 610-1;Fe-Grab-23;Fe-Grab-24;Fe-Grab-25;HFO-37;HFO-38;HFO-39;RAK-15;91500-25;91500-26;MP111_1-24;MP111_1-41;NIST 610-14;MP111_4-21;Fe-Grab-26;Fe-Grab-27;Fe-Grab-28;Fe-Grab-29;Fe-Grab-30;Fe-Grab-31;Fe-Grab-32;Fe-Grab-33;MP111_1-42;Fe-Grab-34;Fe-Grab-35;MP111_4-22;Fe-Grab-36;Fe-Grab-37;Fe-Grab-38;Fe-Grab-39;Fe-Grab-40;Fe-Grab-41;Fe-Grab-42;MP111_1-43;Fe-Grab-43;Fe-Grab-44;Fe-Grab-45;MP111_4-23;HFO-40;HFO-41;HFO-42;RAK-16;91500-27;91500-28;MP111_1-44;NIST 610-15;Fe-Grab-46;Fe-Grab-47;GQ2_1-1;HFO-12;MP111_4-24;GQ2_1-2;GQ2_1-3;GQ2_1-4;GQ2_1-5;MP111_1-45;GQ2_1-6;GQ2_1-7;GQ2_1-8;GQ2_1-9;GQ2_1-10;GQ2_1-11;MP111_4-25;GQ2_1-12;GQ2_1-13;GQ2_1-14;MP111_4-4;GQ2_1-15;GQ2_1-16;GQ2_1-17;HFO-43;HFO-44;HFO-45;RAK-17;MP111_4-26;91500-29;91500-30;JK_21_G_Band-1;NIST 610-16;GQ2_1-18;GQ2_1-19;GQ2_1-20;GQ2_1-21;GQ2_1-22;GQ2_1-23;GQ2_1-24;MP111_4-27;GQ2_1-25;JK_21_G_Band-2;GQ2_1-26;GQ2_1-27;GQ2_1-28;GQ2_1-29;GQ2_1-30;GQ2_1-31;GQ2_1-32;GQ2_1-33;GQ2_1-34;MP111_4-28;JK_21_G_Band-3;GQ2_1-35;GQ2_1-36;HFO-46;HFO-47;HFO-48;RAK-18;91500-31;91500-32;NIST 610-17;GQ2_1-37;JK_21_G_Band-4;MP111_4-29;GQ2_1-38;GQ2_1-39;GQ2_1-40;GQ2_1-41;GQ2_1-42;GQ2_1-43;GQ2_1-44;GQ2_1-45;GQ2_1-46;MP111_1-25;JK_21_G_Band-5;GQ2_1-47;MP111_4-30;GQ2_1-48;GQ2_1-49;GQ2_1-50;GQ2_1-51;GQ2_1-52;GQ2_1-53;HFO-49;HFO-50;JK_21_G_Band-6;HFO-51;RAK-19;MP111_4-31;91500-33;91500-34;NIST 610-18;MP111_4-32;MP111_4-33;RAK-1;MP111_4-34;JK_21_G_Band-7;MP111_4-35;MP111_4-36;MP111_4-37;MP111_4-38;MP111_4-39;MP111_4-40;HFO-4;HFO-5;HFO-6;91500-7;JK_21_G_Band-8;91500-3;91500-4;RAK-3;NIST 610-4;MP111_4-41;MP111_4-42;MP111_4-43;MP111_4-44;MP111_4-46;MP111_1-46;JK_21_G_Band-9;91500-8;MP111_1-1;MP111_1-2;MP111_1-3;MP111_1-4;MP111_1-5;MP111_1-6;MP111_1-7;MP111_1-8;MP111_1-9;HFO-13;MP111_1-10;91500-52;MP111_1-11;MP111_1-12;MP111_1-13;MP111_1-14;HFO-7;HFO-8;HFO-9;RAK-4;MP111_4-5;91500-5;91500-6;NIST 610-5;NIST 610-3;MP111_1-15;MP111_1-16;MP111_1-17;MP111_1-18;MP111_1-19;MP111_1-20;HFO-14;MP111_1-21;MP111_1-22;MP111_1-23;HFO-15;RAK-6;MP111_1-26;91500-9;91500-10;NIST 610-6;JK_21_G_Band-10;JK_21_G_Band-11;JK_21_G_Band-12;JK_21_G_Band-13;MP111_4-6;JK_21_G_Band-14;JK_21_G_Band-15;MP111_1-27;JK_21_G_Band-16;JK_21_G_Band-17;JK_21_G_Band-18;JK_21_G_Band-19;JK_21_G_Band-20;JK_21_G_Band-21;JK_21_G_Band-22;JK_21_G_Band-23;MP111_4-7;JK_21_G_Band-24;MP111_1-28;JK_21_G_Band-25;JK_21_G_Band-26;JK_21_G_Band-27;JK_21_G_Band-28;JK_21_G_Band-29;JK_21_G_Band-30;JK_21_G_Band-31;JK_21_G_Band-32;JK_21_G_Band-33;MP111_4-8;MP111_1-29;JK_21_G_Band-34;JK_21_G_Band-35;JK_21_G_Band-36;JK_21_G_Band-37;JK_21_G_Band-38;JK_21_G_Band-39;HFO-31;HFO-32;HFO-33;RAK-7;MP111_1-30;MP111_4-9;91500-21;91500-22;NIST 610-12;JK_21_G_Band-40;JK_21_G_Band-41;JK_21_G_Band-42;JK_21_G_Band-43;JK_21_G_Band-44;JK_21_G_Band-45,-93.7444,60;40;30


DRS Settings
Trace Elements Next
Full-Quant,true
IndexChannel,Fe57
MaskChannel,Fe57
MaskCutoff,1000
MaskMethod,Laser log
MaskResults,false
MaskTrim,0
Preserve,false
UseRatios,true
exceptions,


U-Pb Geochronology
238U/235U,137.818
BeamSecondsMaximum,60
BeamSecondsMethod,Laser log
BeamSecondsSensitivity,1000
BeamSecondsTrim,
DefaultFitType,Exponential
FitEndCrop,1
FitStartCrop,1
IndexChannel,U238
MaskChannel,U238
MaskCutoff,1000
MaskMethod,Laser log
MaskResults,true
MaskTrim,0
Pb206_U238,
Pb207_U235,
Pb208_Th232,
ReferenceMaterial,HFO
UIsotopeCutoff,2e+06
UIsotopeMode,U238
l232,4.9475e-11
l235,9.8485e-10
l238,1.55125e-10


Reference Material Values
A_MAD
Matrix,Apatite
Description,Madagascar Apatite
Data Source,Thomson et al., 2012, G3
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/A_MAD.json
Notes,

Age,Ma,473.46,0
206Pb/238U,ratio,0.0762416,0
207Pb/235U,ratio,0.601257,0
208Pb/232Th,ratio,0,0
207Pb/206Pb,ratio,0.0571961,0
c207Pb/206Pb,ratio,0.8681,0
206Pb/208Pb,ratio,0,0
206Pb/204Pb,ratio,0,0
207Pb/204Pb,ratio,0,0
208Pb/204Pb,ratio,0,0
Pb,ppm,51.2,0
Th,ppm,798,0
U,ppm,22.2,0
176Hf/177Hf,ratio,0,0
87Sr/86Sr,ratio,0.7118,3e-05
87Rb/86Sr,ratio,0.0001,0.0002


A_McClure
Matrix,Apatite
Description,McClure Mountain Apatite Apatite
Data Source,Schoene and Bowring, CMP, 2006
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/A_McClure.json
Notes,

Age,Ma,523.51,0
206Pb/238U,ratio,0.0845981,0
207Pb/235U,ratio,0.674607,0
208Pb/232Th,ratio,0,0
207Pb/206Pb,ratio,0.0578348,0
c207Pb/206Pb,ratio,0.88198,0
206Pb/208Pb,ratio,0,0
206Pb/204Pb,ratio,0,0
207Pb/204Pb,ratio,0,0
208Pb/204Pb,ratio,0,0
Pb,ppm,0,0
Th,ppm,71,0
U,ppm,23,0
176Hf/177Hf,ratio,0,0


C_MMC
Matrix,CaCO3
Description,Modern Marine Carbonate
Data Source,a bunch of shells from your local beach
URL,http://www.awebpageforthisstandardifappropriate.org
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/C_MMC.json
Notes,Any further notes about the standard can be entered here

87Sr/86Sr,ratio,0.709163,2e-05


G_BCR2G
Matrix,Glass
Description,Natural glass, basaltic composition
Data Source,GeoRem database as of 2018-07-09
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_BCR2G.json
Notes,GEOREM preferred values. Uncertainties for some major elements have not been included, otherwise 2 sd Values for isotope ratios come from various sources. Please review all values before using them.

Ag,ppm,0.5,0.4
Al,ppm,70913,0
Ba,ppm,683,7
Be,ppm,2.3,0.4
Bi,ppm,0.05,0.01
Ca,ppm,50429,0
Cd,ppm,0.2,0
Ce,ppm,53.3,0.5
Co,ppm,38,2
Cr,ppm,17,2
Cs,ppm,1.16,0.07
Cu,ppm,21,5
Dy,ppm,6.44,0.06
Er,ppm,3.7,0.04
Eu,ppm,1.97,0.02
Fe,ppm,96385,0
Ga,ppm,23,1
Gd,ppm,6.71,0.07
Ge,ppm,1.5,0.1
Hf,ppm,4.84,0.28
Ho,ppm,1.27,0.08
In,ppm,0.11,0.02
K,ppm,14900,150
La,ppm,24.7,0.3
Li,ppm,9,1
Lu,ppm,0.503,0.005
Mg,ppm,21467,0
Mn,ppm,1550,70
Mo,ppm,270,30
Na,ppm,23962,0
Nb,ppm,12.5,1
Nd,ppm,28.9,0.3
Ni,ppm,13,2
P,ppm,1615,0
Pb,ppm,11,1
Pr,ppm,6.7,0.4
Pt,ppm,0.78,0.6
Rb,ppm,47,0.5
Re,ppm,0.0062,0.0007
Sb,ppm,0.35,0.08
Sc,ppm,33,2
Si,ppm,254270,0
Sm,ppm,6.59,0.07
Sn,ppm,2.6,0.4
Sr,ppm,342,4
Ta,ppm,0.78,0.06
Tb,ppm,1.02,0.08
Th,ppm,5.9,0.3
Ti,ppm,14100,1000
Tl,ppm,0.3,0.1
Tm,ppm,0.51,0.04
U,ppm,1.69,0.12
V,ppm,425,18
W,ppm,0.5,0.07
Y,ppm,35,3
Yb,ppm,3.39,0.03
Zn,ppm,125,5
Zr,ppm,184,15
206Pb/204Pb,ppm,18.765,0
207Pb/204Pb,ppm,15.626,0
207Pb/206Pb,ppm,0.833,0
208Pb/204Pb,ppm,38.73,0
208Pb/206Pb,ppm,2.066,0
230Th/232Th,unknown,4.724e-06,0
[230Th/232Th],ppm,0.877,0
234U/238U,unknown,5.493e-05,0
[234U/238U],ppm,1.001,0
87Sr/86Sr,ppm,0.705003,0
d7Li,ppm,4.5,0.6


G_BHVO2G
Matrix,Glass
Description,Natural glass, basaltic composition
Data Source,GeoRem database as of 2018-07-09
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_BHVO2G.json
Notes,GEOREM preferred values. Uncertainties for some major elements have not been included, otherwise 2 sd Values for isotope ratios come from various sources. Please review all values before using them.

Al,ppm,71971,0
Ba,ppm,131,2
Be,ppm,1.3,0.2
Bi,ppm,0.01,0.002
Ca,ppm,81430,0
Cd,ppm,0.1,0.02
Ce,ppm,37.6,0.2
Co,ppm,44,2
Cr,ppm,293,12
Cs,ppm,0.1,0.02
Cu,ppm,127,11
Dy,ppm,5.28,0.05
Er,ppm,2.56,0.02
Eu,ppm,2.07,0.01
Fe,ppm,87835,0
Ga,ppm,22,3
Gd,ppm,6.16,0.05
Ge,ppm,1.6,0.1
Hf,ppm,4.32,0.18
Ho,ppm,0.98,0.04
In,ppm,0.1,0.02
K,ppm,4270,50
La,ppm,15.2,0.2
Li,ppm,4.4,0.8
Lu,ppm,0.279,0.003
Mg,ppm,42994,0
Mn,ppm,1317,0
Mo,ppm,3.8,0.2
Na,ppm,17806,0
Nb,ppm,18.3,0.8
Nd,ppm,24.5,0.2
Ni,ppm,116,7
P,ppm,1266,0
Pb,ppm,1.7,0.2
Pr,ppm,5.35,0.22
Pt,ppm,0.46,0.09
Rb,ppm,9.2,0.04
Re,ppm,0.00047,0.00013
Sb,ppm,0.3,0.13
Sc,ppm,33,2
Si,ppm,230428,0
Sm,ppm,6.1,0.03
Sn,ppm,2.6,0.6
Sr,ppm,396,1
Ta,ppm,1.15,0.1
Tb,ppm,0.92,0.04
Th,ppm,1.22,0.05
Ti,ppm,16300,900
Tm,ppm,0.34,0.02
U,ppm,0.403,0.003
V,ppm,308,19
W,ppm,0.23,0.04
Y,ppm,26,2
Yb,ppm,2.01,0.02
Zn,ppm,102,6
Zr,ppm,170,7
206Pb/204Pb,ratio,18.733,0
207Pb/204Pb,ratio,15.571,0
208Pb/204Pb,ratio,38.27,0
87Sr/86Sr,ratio,0.703469,0


G_GSD1G
Matrix,Glass
Description,Synthetic Basalt Glass from USGS
Data Source,GeoRem database as of 2018-07-09
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_GSD1G.json
Notes,GEOREM preferred values, as at 131014 Values for isotope ratios come from various sources. Please review all values before using them.

Ag,ppm,23,3
Al,ppm,70919.5,0
As,ppm,27,8
Au,ppm,4,0
B,ppm,50,20
Ba,ppm,67,1
Be,ppm,46,5
Bi,ppm,35,4
Ca,ppm,51458.4,0
Cd,ppm,18,4
Ce,ppm,41.4,0.4
Co,ppm,40,2
Cr,ppm,42,3
Cs,ppm,32,2
Cu,ppm,42,2
Dy,ppm,51.2,0.5
Er,ppm,40.1,0.4
Eu,ppm,41,2
Fe,ppm,103382,0
Ga,ppm,54,7
Gd,ppm,50.7,0.5
Ge,ppm,32,8
Hf,ppm,39,2
Ho,ppm,49,2
In,ppm,38,5
K,ppm,25300,300
La,ppm,39.1,0.4
Li,ppm,43,6
Lu,ppm,51.5,0.5
Mg,ppm,21711.6,0
Mn,ppm,220,20
Mo,ppm,39,3
Na,ppm,26707,0
Nb,ppm,42,3
Nd,ppm,44.7,0.5
Ni,ppm,58,4
P,ppm,860,160
Pb,ppm,50,2
Pr,ppm,45,1
Pt,ppm,6,0
Rb,ppm,37.3,0.4
Sb,ppm,43,7
Sc,ppm,52,2
Se,ppm,2,1
Si,ppm,248678,0
Sm,ppm,47.8,0.5
Sn,ppm,29,6
Sr,ppm,69.4,0.7
Ta,ppm,40,4
Tb,ppm,47,2
Th,ppm,41,2
Ti,ppm,7433.92,0
Tl,ppm,0.9,0.1
Tm,ppm,49,2
U,ppm,41,2
V,ppm,44,2
W,ppm,43,4
Y,ppm,42,2
Yb,ppm,50.9,0.5
Zn,ppm,54,2
Zr,ppm,42,2
143Nd/144Nd,ratio,0.511521,0
176Hf/177Hf,ratio,0.282121,0
206Pb/204Pb,ratio,19.579,0
207Pb/204Pb,ratio,15.745,0
207Pb/206Pb,ratio,0.80418,0
208Pb/204Pb,ratio,38.908,0
208Pb/206Pb,ratio,1.9871,0
234U/238U,ratio,1.798,0
238U/235U,ratio,271.4,0
87Sr/86Sr,ratio,0.709416,0
d11B,ratio,10.1,0
d29Si,ratio,-0.12,0
d30Si,ratio,-0.21,0
d44/40Ca,ratio,0.86,0
d7Li,ratio,30.9,1


G_NIST610
Matrix,Glass
Description,NIST 610 glass
Data Source,GeoRem database as of 2018-07-09
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_NIST610.json
Notes,GEOREM preferred values, as at 050509. Uncertainties for some major elements have not been included Values for isotope ratios come from various sources. Please review all values before using them.

Ag,ppm,251,9
Al,ppm,10797,0
As,ppm,325,18
Au,ppm,23.6,1.7
B,ppm,350,56
Ba,ppm,452,9
Be,ppm,476,31
Bi,ppm,384,26
Ca,ppm,82144,0
Cd,ppm,270,16
Ce,ppm,453,8
Cl,ppm,274,67
Co,ppm,410,10
Cr,ppm,408,10
Cs,ppm,366,9
Cu,ppm,441,15
Dy,ppm,437,11
Er,ppm,455,14
Eu,ppm,447,12
F,ppm,304,0
Fe,ppm,458,9
Ga,ppm,433,13
Gd,ppm,449,12
Ge,ppm,447,78
Hf,ppm,435,12
Ho,ppm,449,12
In,ppm,434,19
K,ppm,464,21
La,ppm,440,10
Li,ppm,468,24
Lu,ppm,439,8
Mg,ppm,432,29
Mn,ppm,444,13
Mo,ppm,417,21
Na,ppm,99415,0
Nb,ppm,465,34
Nd,ppm,430,8
Ni,ppm,458.7,4
P,ppm,413,46
Pb,ppm,426,1
Pd,ppm,1.21,0.44
Pr,ppm,448,7
Pt,ppm,3.12,0.08
Rb,ppm,425.7,1
Re,ppm,49.9,3.7
Rh,ppm,1.29,0.07
S,ppm,575,32
Sb,ppm,396,19
Sc,ppm,455,10
Se,ppm,138,42
Si,ppm,327180,0
Sm,ppm,453,11
Sn,ppm,430,29
Sr,ppm,515.5,1
Ta,ppm,446,33
Te,ppm,302,0
Tb,ppm,437,9
Th,ppm,457.2,1
Ti,ppm,452,10
Tl,ppm,59.6,2.8
Tm,ppm,435,10
U,ppm,461.5,1
V,ppm,450,9
W,ppm,444,29
Y,ppm,462,11
Yb,ppm,450,9
Zn,ppm,460,18
Zr,ppm,448,9
Zr,ppm,448,9
11B/10B,ratio,4.049,0
143Nd/144Nd,ratio,0.511927,0
206Pb/204Pb,ratio,17.045,0
207Pb/204Pb,ratio,15.504,0
207Pb/206Pb,ratio,0.9096,0
208Pb/204Pb,ratio,36.964,0
208Pb/206Pb,ratio,2.168,0
87Sr/86Sr,ratio,0.709699,0
d7Li,ratio,32.5,0


G_NIST611
Matrix,Glass
Description,
Data Source,
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_NIST611.json
Notes,

Ag,ppm,251,9
Al,wtpc,1.03205,0.0211703
As,ppm,325,18
Au,ppm,23.6,1.7
B,ppm,350,56
Ba,ppm,452,9
Be,ppm,476,31
Bi,ppm,384,26
Br,ppm,93,0
Ca,wtpc,8.14753,0.142939
Cd,ppm,270,16
Ce,ppm,453,8
Cl,ppm,274,67
Co,ppm,410,10
Cr,ppm,408,10
Cs,ppm,366,9
Cu,ppm,441,15
Dy,ppm,437,11
Er,ppm,455,14
Eu,ppm,447,12
F,ppm,304,0
Fe,ppm,458,9
Ga,ppm,433,13
Gd,ppm,449,12
Ge,ppm,447,78
H,ppm,15,0
Hf,ppm,435,12
Ho,ppm,449,12
In,ppm,434,19
K,ppm,464,21
La,ppm,440,10
Li,ppm,468,24
Lu,ppm,439,8
Mg,ppm,432,29
Mn,ppm,444,13
Mo,ppm,417,21
Na,wtpc,9.94095,0.222559
Nb,ppm,465,34
Nd,ppm,430,8
Ni,ppm,458.7,4
P,ppm,413,46
Pb,ppm,426,1
Pd,ppm,1.21,0.44
Pr,ppm,448,7
Pt,ppm,3.12,0.08
Rb,ppm,425.7,1
Re,ppm,49.9,3.7
Rh,ppm,1.29,0.07
S,ppm,575,32
Sb,ppm,396,19
Sc,ppm,455,10
Se,ppm,138,42
Si,wtpc,32.5803,0.233718
Sm,ppm,453,11
Sn,ppm,430,29
Sr,ppm,515.5,1
Ta,ppm,446,33
Tb,ppm,437,9
Te,ppm,302,0
Th,ppm,457.2,1
Ti,ppm,452,10
Tl,ppm,59.6,2.8
Tm,ppm,435,10
U,ppm,461.5,1
V,ppm,450,9
W,ppm,444,29
Y,ppm,462,11
Yb,ppm,450,9
Zn,ppm,460,18
Zr,ppm,448,9


G_NIST612
Matrix,Glass
Description,NIST 612 glass, nominal 40 ppm for many elements
Data Source,GeoRem database as of 2018-07-09
URL,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/G_NIST612.json
Notes,These are the preferred values of NIST 612 from GEOREM. All uncertainties are 95%CL or 2 SD. Uncertainties for some major elements have not been included. Values for isotope ratios come from various sources. Please review all values before using them.

Ag,ppm,22,0.3
Al,ppm,11167,0
As,ppm,35.7,5.5
Au,ppm,4.77,0.31
B,ppm,34.3,1.7
Ba,ppm,39.3,0.9
Be,ppm,37.5,1.5
Bi,ppm,30.2,2.3
Ca,ppm,85002,0
Cd,ppm,28.1,1.1
Ce,ppm,38.4,0.7
Cl,ppm,142,58
Co,ppm,35.5,1
Cr,ppm,36.4,1.5
Cs,ppm,42.7,1.8
Cu,ppm,37.8,1.5
Dy,ppm,35.5,0.7
Er,ppm,38,0.9
Eu,ppm,35.6,0.8
F,ppm,80,89
Fe,ppm,51,2
Ga,ppm,36.9,1.5
Gd,ppm,37.3,0.9
Ge,ppm,36.1,3.8
Hf,ppm,36.7,1.2
Ho,ppm,38.3,0.8
In,ppm,38.9,2.1
K,ppm,62.3,2.4
La,ppm,36,0.7
Li,ppm,40.2,1.3
Lu,ppm,37,0.9
Mg,ppm,68,5.1
Mn,ppm,38.7,0.9
Mo,ppm,37.4,1.5
Na,ppm,103858,0
Nb,ppm,38.9,2.1
Nd,ppm,35.5,0.7
Ni,ppm,38.8,0.2
P,ppm,46.6,6.9
Pb,ppm,38.57,0.2
Pd,ppm,1.05,0.1
Pr,ppm,37.9,1
Pt,ppm,2.51,0.1
Rb,ppm,31.4,0.4
Re,ppm,6.63,0.61
Rh,ppm,0.91,0.02
S,ppm,377,70
Sb,ppm,34.7,1.8
Sc,ppm,39.9,2.5
Si,ppm,336061,0
Sm,ppm,37.7,0.8
Sn,ppm,38.6,1.3
Sr,ppm,78.4,0.2
Ta,ppm,37.6,1.9
Tb,ppm,37.6,1.1
Th,ppm,37.79,0.08
Ti,ppm,44,2.3
Tl,ppm,14.9,0.5
Tm,ppm,36.8,0.6
U,ppm,37.38,0.08
V,ppm,38.8,1.2
W,ppm,38,1.1
Y,ppm,38.3,1.4
Yb,ppm,39.2,0.9
Zn,ppm,39.1,1.7
Zr,ppm,37.9,1.2
11B/10B,ratio,4.048,0
143Nd/144Nd,ratio,0.51193,0
206Pb/204Pb,ratio,17.095,0
207Pb/204Pb,ratio,15.511,0
207Pb/206Pb,ratio,0.9073,0
208Pb/204Pb,ratio,37.005,0
208Pb/206Pb,ratio,2.1647,0
87Sr/86Sr,ratio,0.709063,0
d7Li,ratio,31.2,0


G_NIST614
Matrix,Glass
Description,
Data Source,
